id, id_season, number, name, release_date, torrent_link
798, 86, 7, "Бездомный пес", "20.02.2018", "https://www.lostfilm.tv/v_search.php?a=353001007"
799, 86, 6, "Человек с моим лицом", "20.02.2018", "https://www.lostfilm.tv/v_search.php?a=353001006"
800, 86, 5, "Не тот человек", "15.02.2018", "https://www.lostfilm.tv/v_search.php?a=353001005"
801, 86, 4, "Сила зла", "13.02.2018", "https://www.lostfilm.tv/v_search.php?a=353001004"
802, 86, 3, "В укромном месте", "12.02.2018", "https://www.lostfilm.tv/v_search.php?a=353001003"
803, 86, 2, "Падший ангел", "07.02.2018", "https://www.lostfilm.tv/v_search.php?a=353001002"
804, 86, 1, "Из прошлого", "05.02.2018", "https://www.lostfilm.tv/v_search.php?a=353001001"
805, 87, 10, "Замок в небесах", "28.03.2018", "https://www.lostfilm.tv/v_search.php?a=352001010"
806, 87, 9, "Реквием", "21.03.2018", "https://www.lostfilm.tv/v_search.php?a=352001009"
807, 87, 8, "Половая психопатия", "14.03.2018", "https://www.lostfilm.tv/v_search.php?a=352001008"
808, 87, 7, "Пресвятейшие господа", "07.03.2018", "https://www.lostfilm.tv/v_search.php?a=352001007"
809, 87, 6, "Вознесение", "28.02.2018", "https://www.lostfilm.tv/v_search.php?a=352001006"
810, 87, 5, "Скворец Гильдебрандта", "21.02.2018", "https://www.lostfilm.tv/v_search.php?a=352001005"
811, 87, 4, "Чертовы помыслы", "14.02.2018", "https://www.lostfilm.tv/v_search.php?a=352001004"
812, 87, 3, "Серебряная улыбка", "07.02.2018", "https://www.lostfilm.tv/v_search.php?a=352001003"
813, 87, 2, "Плодотворное сотрудничество", "31.01.2018", "https://www.lostfilm.tv/v_search.php?a=352001002"
814, 87, 1, "Мальчик на мосту", "25.01.2018", "https://www.lostfilm.tv/v_search.php?a=352001001"
